species,clip,k,arm,f0_annotated,strict_cents,oct_tol_cents,octave_correct,corr,coverage,n_scored
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,6,pyin,139.6484375,2289.518597086086,80.1718290971389,0.0,-0.81596721168762,0.26666666666666666,8
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R3.WAV,0,comb,138.671875,449.03659966202804,353.5222970447455,1.0,-0.11368595688887978,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R3.WAV,0,comb_noexempt,138.671875,2138.3113383249474,158.31172697641853,0.0,0.662109059791348,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R3.WAV,0,pyin,138.671875,45.65322384600199,45.65322384600199,1.0,0.9588195834414502,0.7241379310344828,21
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R3.WAV,2,comb,138.671875,506.59776507134444,349.8052686931788,1.0,-0.7190491067626906,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R3.WAV,2,comb_noexempt,138.671875,1749.5915758330066,191.0050603276666,0.0,-0.5087217417438177,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R3.WAV,2,pyin,138.671875,2337.643727599535,182.7731257474747,0.0,-0.3474052273262246,0.27586206896551724,8
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R3.WAV,4,comb,138.671875,258.774585323318,202.02710539807472,1.0,0.5538280130241954,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R3.WAV,4,comb_noexempt,138.671875,1270.5296147223025,166.59017721068528,0.0,-0.6410691242006965,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R3.WAV,6,comb,138.671875,320.9157560843197,229.0745572783261,1.0,-0.360464189994394,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R3.WAV,6,comb_noexempt,138.671875,2130.939154706088,158.31172697641853,0.0,0.7210061224132368,1.0,29
